fips	county	state	medvalue
72009	"Aibonito Municipio, Puerto Rico"	pr	120200
72011	"Añasco Municipio, Puerto Rico"	pr	110300
72013	"Arecibo Municipio, Puerto Rico"	pr	101700
72015	"Arroyo Municipio, Puerto Rico"	pr	87700
72017	"Barceloneta Municipio, Puerto Rico"	pr	104500
72019	"Barranquitas Municipio, Puerto Rico"	pr	101800
72021	"Bayamón Municipio, Puerto Rico"	pr	144500
72023	"Cabo Rojo Municipio, Puerto Rico"	pr	112700
72025	"Caguas Municipio, Puerto Rico"	pr	139800
72027	"Camuy Municipio, Puerto Rico"	pr	96200
72029	"Canóvanas Municipio, Puerto Rico"	pr	121400
72031	"Carolina Municipio, Puerto Rico"	pr	155100
72033	"Cataño Municipio, Puerto Rico"	pr	124600
72035	"Cayey Municipio, Puerto Rico"	pr	111900
72037	"Ceiba Municipio, Puerto Rico"	pr	96700
72039	"Ciales Municipio, Puerto Rico"	pr	104300
72041	"Cidra Municipio, Puerto Rico"	pr	115200
72043	"Coamo Municipio, Puerto Rico"	pr	91200
72045	"Comerío Municipio, Puerto Rico"	pr	92900
72047	"Corozal Municipio, Puerto Rico"	pr	112300
72049	"Culebra Municipio, Puerto Rico"	pr	118800
72051	"Dorado Municipio, Puerto Rico"	pr	146100
72053	"Fajardo Municipio, Puerto Rico"	pr	107200
72054	"Florida Municipio, Puerto Rico"	pr	108700
72055	"Guánica Municipio, Puerto Rico"	pr	86900
72057	"Guayama Municipio, Puerto Rico"	pr	94000
72059	"Guayanilla Municipio, Puerto Rico"	pr	85500
72061	"Guaynabo Municipio, Puerto Rico"	pr	204500
72063	"Gurabo Municipio, Puerto Rico"	pr	163900
72065	"Hatillo Municipio, Puerto Rico"	pr	134500
72067	"Hormigueros Municipio, Puerto Rico"	pr	102800
72069	"Humacao Municipio, Puerto Rico"	pr	113600
72071	"Isabela Municipio, Puerto Rico"	pr	107500
72073	"Jayuya Municipio, Puerto Rico"	pr	95200
72075	"Juana Díaz Municipio, Puerto Rico"	pr	104500
72077	"Juncos Municipio, Puerto Rico"	pr	116400
72079	"Lajas Municipio, Puerto Rico"	pr	100500
72081	"Lares Municipio, Puerto Rico"	pr	96800
72083	"Las Marías Municipio, Puerto Rico"	pr	83500
72085	"Las Piedras Municipio, Puerto Rico"	pr	114500
72087	"Loíza Municipio, Puerto Rico"	pr	106900
72089	"Luquillo Municipio, Puerto Rico"	pr	109700
72091	"Manatí Municipio, Puerto Rico"	pr	113500
72093	"Maricao Municipio, Puerto Rico"	pr	97700
72095	"Maunabo Municipio, Puerto Rico"	pr	98200
72097	"Mayagüez Municipio, Puerto Rico"	pr	96700
72099	"Moca Municipio, Puerto Rico"	pr	96400
72101	"Morovis Municipio, Puerto Rico"	pr	103100
72103	"Naguabo Municipio, Puerto Rico"	pr	100900
72105	"Naranjito Municipio, Puerto Rico"	pr	100400
72107	"Orocovis Municipio, Puerto Rico"	pr	108400
72109	"Patillas Municipio, Puerto Rico"	pr	93600
72111	"Peñuelas Municipio, Puerto Rico"	pr	86500
72113	"Ponce Municipio, Puerto Rico"	pr	106700
72115	"Quebradillas Municipio, Puerto Rico"	pr	112200
72117	"Rincón Municipio, Puerto Rico"	pr	121400
72119	"Río Grande Municipio, Puerto Rico"	pr	118000
72121	"Sabana Grande Municipio, Puerto Rico"	pr	97700
72123	"Salinas Municipio, Puerto Rico"	pr	85800
72125	"San Germán Municipio, Puerto Rico"	pr	98300
72127	"San Juan Municipio, Puerto Rico"	pr	166400
72129	"San Lorenzo Municipio, Puerto Rico"	pr	132300
72131	"San Sebastián Municipio, Puerto Rico"	pr	113100
72133	"Santa Isabel Municipio, Puerto Rico"	pr	96300
72135	"Toa Alta Municipio, Puerto Rico"	pr	152400
72137	"Toa Baja Municipio, Puerto Rico"	pr	132200
72139	"Trujillo Alto Municipio, Puerto Rico"	pr	162300
72141	"Utuado Municipio, Puerto Rico"	pr	99900
72143	"Vega Alta Municipio, Puerto Rico"	pr	123300
72145	"Vega Baja Municipio, Puerto Rico"	pr	118300
72147	"Vieques Municipio, Puerto Rico"	pr	118300
72149	"Villalba Municipio, Puerto Rico"	pr	98100
72151	"Yabucoa Municipio, Puerto Rico"	pr	95800
72153	"Yauco Municipio, Puerto Rico"	pr	93700
